title,release_year,runtime,imdb_score,type_SHOW,is_high_rated
Love,2016,32,7.7,True,1
Gantz:O,2016,95,7.1,False,1
Unfriended,2015,82,5.5,False,0
Good Witch,2015,43,7.2,True,1
The Ranch,2016,30,7.4,True,1
Paranoid,2016,44,6.7,True,0
In a Valley of Violence,2016,104,6.0,False,0
Wet Hot American Summer: First Day of Camp,2015,30,7.4,True,1
Shooter,2016,41,7.5,True,1
"Hello, My Name Is Doris",2015,95,6.6,False,0
Hap and Leonard,2016,42,7.6,True,1
Glitch,2015,52,7.3,True,1
Occupied,2015,45,7.7,True,1
A Monster Calls,2016,108,7.5,False,1
Master of None,2015,32,8.3,True,1
Unbreakable Kimmy Schmidt,2015,30,7.6,True,1
Under the Shadow,2016,84,6.8,False,0
Secret City,2016,50,7.4,True,1
Loving,2016,123,7.0,False,1
Fuller House,2016,27,6.7,True,0
Easy,2016,30,6.9,True,0
0.03,2016,45,7.3,True,1
Making a Murderer,2015,62,8.6,True,1
The Danish Girl,2015,119,7.1,False,1
He Never Died,2015,99,6.4,False,0
Home,2015,95,6.6,False,0
BUNK'D,2015,24,5.3,True,0
Quantico,2015,43,6.6,True,0
Before I Wake,2016,97,6.2,False,0
F is for Family,2015,28,8.0,True,1
The Fundamentals of Caring,2016,97,7.3,False,1
Winter on Fire: Ukraine's Fight for Freedom,2015,98,8.3,False,1
Locked Up,2015,50,8.199999999999998,True,1
Batman: The Killing Joke,2016,72,6.4,False,0
Cop Car,2015,86,6.3,False,0
Bastille Day,2016,92,6.3,False,0
Sinister 2,2015,97,5.3,False,0
Other People,2016,97,6.8,False,0
Zoo,2015,43,6.6,True,0
13th,2016,100,8.199999999999998,False,1
American Ultra,2015,96,6.1,False,0
Ajin,2016,24,7.6,True,1
Spectral,2016,109,6.3,False,0
Frequency,2016,18,7.5,True,1
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,103,6.1,False,0
Wanted,2016,45,7.6,True,1
Aquarius,2015,43,7.1,True,1
Roman Empire,2016,48,7.0,True,1
Advantageous,2015,92,6.2,False,0
The Bye Bye Man,2016,96,4.3,False,0
Degrassi: Next Class,2016,24,6.8,True,0
Beasts of No Nation,2015,137,7.7,False,1
The Disastrous Life of Saiki K.,2016,10,8.4,True,1
Mobile Suit Gundam: Iron-Blooded Orphans,2015,24,7.9,True,1
Self/less,2015,116,6.5,False,0
Collateral Beauty,2016,97,6.7,False,0
Chef's Table,2015,50,8.5,True,1
Trollhunters: Tales of Arcadia,2016,22,8.4,True,1
Team Foxcatcher,2016,91,7.3,False,1
"What Happened, Miss Simone?",2015,101,7.6,False,1
March Comes in Like a Lion,2016,25,8.4,True,1
Circle,2015,87,6.0,False,0
The Forest,2016,95,4.8,False,0
Demonic,2015,83,5.3,False,0
The Siege of Jadotville,2016,108,7.2,False,1
God Eater,2015,23,7.0,True,1
Hyena Road,2015,120,6.5,False,0
Barry,2016,104,5.9,False,0
Gilmore Girls: A Year in the Life,2016,92,7.6,True,1
Into the Inferno,2016,104,7.2,False,1
Ip Man 3,2015,105,7.0,False,1
Rebellion,2016,51,7.1,True,1
The Windsors,2016,27,7.1,True,1
Frank & Lola,2016,88,5.9,False,0
Hip Hop Evolution,2016,48,8.4,True,1
The Get Down,2016,62,8.199999999999998,True,1
Blue Jay,2016,81,7.3,False,1
Bert Kreischer: The Machine,2016,70,7.6,False,1
ARQ,2016,88,6.3,False,0
Dragons: Race to the Edge,2015,22,8.199999999999998,True,1
Ratchet & Clank,2016,94,5.5,False,0
Dangal,2016,161,8.4,False,1
Pee-wee's Big Holiday,2016,90,6.1,False,0
Headshot,2016,118,6.3,False,0
Flaked,2016,32,7.2,True,1
A Very Secret Service,2015,27,7.7,True,1
Voltron: Legendary Defender,2016,24,8.1,True,1
Transformers: Robots In Disguise,2015,21,6.0,True,0
The Young Messiah,2016,120,5.6,False,0
Crazyhead,2016,43,7.2,True,1
Lady Dynamite,2016,30,7.3,True,1
No Tomorrow,2016,47,7.3,True,1
Marauders,2016,107,5.5,False,0
White Girl,2016,88,5.7,False,0
Greenleaf,2016,42,7.3,True,1
Grizzy & the Lemmings,2016,7,7.1,True,1
Our Brand Is Crisis,2015,108,6.1,False,0
The Ridiculous 6,2015,119,4.8,False,0
Special Correspondents,2016,100,5.8,False,0
Jem and the Holograms,2015,119,4.1,False,0
Mascots,2016,89,5.8,False,0
Mindhorn,2016,89,6.3,False,0
The Do-Over,2016,108,5.7,False,0
Bo Burnham: Make Happy,2016,60,8.4,False,1
7 Years,2016,77,6.7,False,0
Zumbo's Just Desserts,2016,52,6.9,True,0
The Letdown,2016,30,7.5,True,1
Case,2015,46,7.0,True,1
For the Love of Spock,2016,105,7.6,False,1
Suffragette,2015,106,6.9,False,0
The Girl King,2015,106,5.8,False,0
Dream/Killer,2015,107,7.4,False,1
Sinatra: All or Nothing at All,2015,122,8.0,True,1
Amanda Knox,2016,92,6.9,False,0
Tallulah,2016,111,6.7,False,0
By the Sea,2015,122,5.3,False,0
Marco Polo: One Hundred Eyes,2015,28,7.8,False,1
The Adventures of Puss in Boots,2015,23,6.6,True,0
Last Chance U,2016,55,8.4,True,1
Molang,2015,3,8.4,True,1
Signal,2016,71,8.6,True,1
Between,2015,25,6.0,True,0
Midnight Diner: Tokyo Stories,2016,28,8.4,True,1
Ares,2016,80,6.2,False,0
Results,2015,105,5.4,False,0
I Am the Pretty Thing That Lives in the House,2016,89,4.6,False,0
Reply 1988,2015,95,9.2,True,1
Sunny Bunnies,2015,3,6.6,True,0
Cinderella and Four Knights,2016,61,7.5,True,1
Legends of the Hidden Temple,2016,68,5.7,False,0
Simon,2016,5,7.0,True,1
David Brent: Life on the Road,2016,96,6.3,False,0
Conspiracy,2015,43,6.2,True,0
The Sound of Your Heart,2016,24,8.199999999999998,True,1
Spotless,2015,58,7.7,True,1
Message from the King,2016,102,6.4,False,0
Sebastian Maniscalco: Why Would You Do That?,2016,63,7.3,False,1
Club de Cuervos,2015,44,8.199999999999998,True,1
Little Things,2016,25,8.199999999999998,True,1
Care Bears and Cousins,2015,23,6.8,True,0
Sleight,2016,89,5.9,False,0
Middle School: The Worst Years of My Life,2016,92,6.0,False,0
Kuromukuro,2016,24,7.2,True,1
Rock the Kasbah,2015,100,5.5,False,0
Marseille,2016,46,6.9,True,0
Puffin Rock,2015,11,8.699999999999998,True,1
Chef's Table: France,2016,60,8.199999999999998,True,1
Veteran,2015,124,7.0,False,1
A Very Murray Christmas,2015,56,5.5,False,0
The Method,2015,51,7.4,True,1
Skylanders Academy,2016,23,6.7,True,0
Kevin Hart: What Now?,2016,96,5.9,False,0
Extraction,2015,92,4.1,False,0
Tramps,2016,83,6.5,False,0
The Warriors Gate,2016,108,5.4,False,0
The Dreamseller,2016,96,6.0,False,0
LEGO Marvel Super Heroes: Avengers Reassembled!,2015,22,6.1,False,0
Incarnate,2016,91,5.2,False,0
GÃ¼eros,2015,106,7.4,False,1
Term Life,2016,93,5.6,False,0
The Distinguished Citizen,2016,118,7.5,False,1
Drishyam,2015,163,8.199999999999998,False,1
Tig,2015,95,7.4,False,1
John Mulaney: The Comeback Kid,2015,62,7.9,False,1
"Can't Cope, Won't Cope",2016,23,7.3,True,1
Rocco,2016,105,5.7,False,0
Minimalism: A Documentary About the Important Things,2015,79,6.7,False,0
Lego Bionicle: The Journey to One,2016,17,5.5,True,0
The Mr. Peabody & Sherman Show,2015,23,5.7,True,0
Fate/Grand Order: First Order,2016,72,5.7,False,0
Inspector Gadget,2015,21,4.5,True,0
Lavender,2016,92,5.3,False,0
Heidi,2015,27,7.2,True,1
True Memoirs of an International Assassin,2016,98,5.9,False,0
Danger Mouse,2015,12,7.2,True,1
The Darkness,2016,92,4.5,False,0
Hot Girls Wanted,2015,84,6.1,False,0
Haters Back Off,2016,30,6.1,True,0
Intersection,2016,97,6.7,True,0
Terrace House: Boys & Girls in the City,2015,29,8.1,True,1
High & Low The Movie,2016,129,6.6,False,0
The K2,2016,65,7.9,True,1
Dinotrux,2015,23,6.8,True,0
"Hello, My Twenties!",2016,63,8.3,True,1
Dawn of the Croods,2015,23,5.8,True,0
Kong: King of the Apes,2016,21,5.9,True,0
Pandora,2016,136,6.6,False,0
Ok Kanmani,2015,139,7.5,False,1
Bella and the Bulldogs,2015,23,5.0,True,0
Unnatural Selection,2015,35,8.1,True,1
The Lighthouse of the Orcas,2016,110,6.8,False,0
Sin senos sÃ­ hay paraÃ­so,2016,47,6.5,True,0
Cooked,2016,53,7.6,True,1
Shaun the Sheep: The Farmer's Llamas,2015,30,6.8,False,0
The Devil's Mistress,2016,111,5.8,False,0
Opening Night,2016,90,6.0,False,0
Mossad 101,2015,42,6.8,True,0
"Surviving Compton: Dre, Suge and Michel'le",2016,87,6.6,False,0
Secrets of Great British Castles,2015,51,7.8,True,1
Netflix Presents: The Characters,2016,31,5.3,True,0
Project McÂ²,2015,24,6.1,True,0
Kapoor & Sons,2016,132,7.7,False,1
El Chema,2016,44,6.9,True,0
Tokyo Trial,2016,49,7.4,True,1
Love O2O,2016,45,8.0,True,1
Baaghi,2016,133,5.3,False,0
Good Morning Call,2016,48,7.7,True,1
Mercy,2016,82,4.1,False,0
Our Lovers,2016,88,6.7,False,0
Inside the World's Toughest Prisons,2016,48,7.1,True,1
Septembers of Shiraz,2015,110,7.9,False,1
Ordinary World,2016,86,5.5,False,0
Beat Bugs,2016,15,7.6,True,1
Dhanak,2015,106,7.9,False,1
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,2016,74,5.6,False,0
Captive,2016,63,6.8,True,0
Demetri Martin: Live (At The Time),2015,61,7.4,False,1
Brothers,2015,156,6.4,False,0
Another Miss Oh,2016,69,7.9,True,1
Rebirth,2016,101,4.9,False,0
Audrie & Daisy,2016,95,7.2,False,1
T@gged,2016,22,7.3,True,1
Riot,2015,87,5.1,False,0
Anjelah Johnson: Not Fancy,2015,63,5.7,False,0
The Deep,2015,22,8.1,True,1
La NiÃ±a,2016,45,8.3,True,1
Colin Quinn: The New York Story,2016,62,6.8,False,0
Ask the Storybots,2016,26,8.4,True,1
Divines,2016,105,7.4,False,1
MindGamers,2015,97,3.6,False,0
La esclava blanca,2016,41,8.1,True,1
Tony Robbins: I Am Not Your Guru,2016,115,6.7,False,0
I Am Michael,2015,98,5.6,False,0
Justin Timberlake + The Tennessee Kids,2016,90,7.8,False,1
World of Winx,2016,23,6.6,True,0
Heneral Luna,2015,118,7.4,False,1
Un + une,2015,115,6.2,False,0
Mucize,2015,136,7.7,False,1
Pororo the Little Penguin,2016,8,6.3,True,0
The Heirs,2015,71,5.7,False,0
72 Cutest Animals,2016,27,5.7,True,0
Richie Rich,2015,22,3.1,True,0
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,2016,87,7.4,False,1
In the Shadow of Iris,2016,99,6.1,False,0
Jim Jefferies: Freedumb,2016,86,7.7,False,1
Force 2,2016,123,6.2,False,0
Couple Of Days,2016,103,6.4,False,0
3000 Nights,2015,103,7.1,False,1
6 Years,2015,84,5.6,False,0
Tamasha,2015,139,7.4,False,1
Manson Family Vacation,2015,85,5.8,False,0
Garfunkel and Oates: Trying to be Special,2016,62,7.3,False,1
LEGO Friends: The Power of Friendship,2016,23,6.5,True,0
Strange Weather,2016,95,6.0,False,0
Rainbow Time,2016,91,5.9,False,0
Much Loved,2015,108,6.2,False,0
The Good Cop,2015,30,7.7,True,1
Always Be My Maybe,2016,112,6.7,False,0
Tales by Light,2015,27,8.3,True,1
The Guardian Brothers,2016,103,5.4,False,0
"ChatÃ´, The King of Brazil",2015,100,5.4,False,0
One More Time,2016,31,6.9,True,0
My Runway,2016,25,6.3,True,0
Riphagen the Untouchable,2016,132,7.1,False,1
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,2016,108,6.3,False,0
Dear My Friends,2016,70,8.199999999999998,True,1
Toon,2016,27,7.6,True,1
White Nights,2016,62,6.9,True,0
Udta Punjab,2016,148,7.8,False,1
The Paper,2016,48,7.4,True,1
Toro,2016,105,5.9,False,0
Jeff Dunham: Unhinged in Hollywood,2015,60,6.7,False,0
Tom Segura: Mostly Stories,2016,73,7.5,False,1
Hunterrr,2015,141,7.0,False,1
H20: Mermaid Adventures,2015,24,5.7,True,0
Colin Quinn: Unconstitutional,2015,55,7.0,False,1
Keith Richards: Under the Influence,2015,82,7.1,False,1
Terrace House: Aloha State,2016,36,7.5,True,1
Stories by Rabindranath Tagore,2015,43,8.8,True,1
The Haunted House,2016,25,8.4,True,1
Cheer Squad,2016,42,7.2,True,1
Mohenjo Daro,2016,155,5.6,False,0
4K Fireplace,2015,181,7.7,False,1
Zip & Zap and the Captain's Island,2016,105,5.8,False,0
72 Dangerous Places to Live,2016,49,6.2,True,0
Paquita Salas,2016,26,8.0,True,1
Smoke & Mirrors,2016,123,6.9,False,0
Nightmare Teacher,2016,16,7.1,True,1
Ð¢Ñ€Ð¸ ÐºÐ¾Ñ‚Ð°,2015,5,6.8,True,0
I Called Him Morgan,2016,91,7.3,False,1
The Next Skin,2016,100,6.2,False,0
Old Money,2015,47,7.3,True,1
Belgica,2016,127,6.7,False,0
Taxi Driver,2015,100,6.0,False,0
XOXO,2016,92,5.3,False,0
Rainbow Ruby,2016,11,6.5,True,0
Ali Wong: Baby Cobra,2016,60,7.5,False,1
Fearless,2016,43,7.1,True,1
The Lion Woman,2016,126,6.6,False,0
Prem Ratan Dhan Payo,2015,164,4.4,False,0
The Beginning of Life,2016,98,7.6,False,1
Pyaar Ka Punchnama 2,2015,159,7.3,False,1
Atelier,2015,69,6.3,True,0
The Truth Seekers,2016,44,7.1,True,1
Chris Tucker: Live,2015,92,6.3,False,0
Schubert in Love,2016,95,5.0,False,0
Chelsea,2016,57,6.1,True,0
Home: Adventures with Tip & Oh,2016,21,5.9,True,0
Raman Raghav 2.0,2016,134,7.4,False,1
White Rabbit Project,2016,48,6.9,True,0
Witch Hunt: A Century of Murder,2015,46,7.2,True,1
The Princess Weiyoung,2016,45,7.9,True,1
Mind Game,2015,44,7.5,True,1
Chelsea Does,2016,60,7.3,True,1
Real Rob,2015,31,6.4,True,0
Slam,2016,100,6.1,False,0
Gridlocked,2016,114,5.8,False,0
Jessica Darling's It List,2016,79,5.5,False,0
StoryBots Super Songs,2016,21,8.8,True,1
Chocolate City: Vegas Strip,2016,89,3.7,False,0
Journey to Greenland,2016,98,6.3,False,0
Fifty,2015,101,6.1,False,0
All About Asado,2016,90,6.5,False,0
Phantom,2015,136,5.9,False,0
The Ivory Game,2016,112,7.9,False,1
HiGH&LOW: The Red Rain,2016,110,6.2,False,0
Lens,2016,109,6.6,False,0
Selfie 69,2016,116,6.1,False,0
Ali Baba and the 7 Dwarfs,2015,114,5.8,False,0
Ghost Patrol,2016,50,5.1,False,0
Talvar,2015,132,8.1,False,1
"Liar, Liar, Vampire",2015,66,5.8,False,0
I'll Sleep When I'm Dead,2016,82,6.6,False,0
Dil Dhadakne Do,2015,170,7.0,False,1
Wazir,2016,103,7.2,False,1
The Worthy,2016,95,5.1,False,0
Kyaa Kool Hain Hum 3,2016,124,1.9,False,0
Chronically Metropolitan,2016,86,5.0,False,0
1898: Our Last Men in the Philippines,2016,130,6.5,False,0
SofÃ­a NiÃ±o de Rivera: Exposed,2016,80,7.3,False,1
Russell Peters: Almost Famous,2016,73,6.5,False,0
Miss in Kiss,2016,36,7.7,True,1
Ludo,2015,90,2.8,False,0
Everything About Her,2016,126,7.1,False,1
#FollowFriday,2016,90,2.7,False,0
Eddie: Strongman,2015,98,7.4,False,1
Gabbar Is Back,2015,130,7.2,False,1
The Massively Mixed-Up Middle School Mystery,2015,39,7.3,False,1
Jonah,2016,97,5.4,False,0
Coach Snoop,2016,29,6.8,True,0
Motu Patlu: King Of Kings,2016,109,6.8,False,0
Sen Benim HerÅžeyimsin,2016,107,6.2,False,0
Barakah Meets Barakah,2016,88,6.3,False,0
Word Party,2016,20,5.7,True,0
Fitoor,2016,131,5.4,False,0
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),2015,78,6.8,False,0
Puerto Ricans in Paris,2015,82,5.3,False,0
Reggie Watts: Spatial,2016,61,6.0,False,0
You Are My Sunday,2016,119,7.8,False,1
Layla M.,2016,98,6.7,False,0
Trailer Park Boys: Out of the Park: Europe,2016,30,7.0,True,1
Asperger's Are Us,2016,83,6.6,False,0
Honeytrap,2015,93,5.9,False,0
City of Joy,2016,74,7.5,False,1
ABCD 2,2015,154,5.4,False,0
Iliza Shlesinger: Freezing Hot,2015,71,6.8,False,0
My Sunshine,2015,45,6.6,True,0
Carlos Ballarta: el amor es de putos,2016,67,7.0,False,1
Offline: Are You Ready for the Next Level?,2016,91,5.0,False,0
A Touch of Green,2015,46,8.4,True,1
Olmo and the Seagull,2015,90,7.2,False,1
07:19,2016,94,5.9,False,0
Born in Syria,2016,86,7.7,False,1
Te3n,2016,136,7.3,False,1
Kulipari: An Army of Frogs,2016,24,6.9,True,0
The Doll,2016,106,5.2,False,0
Clair Obscur,2016,100,6.5,False,0
Pettson and Findus: The Best Christmas Ever,2016,82,5.5,False,0
U Turn,2016,120,7.5,False,1
28 Faces of the Moon,2016,18,6.4,True,0
I Love You,2016,98,4.7,False,0
Ordinary People,2016,107,7.3,False,1
Poshter Girl,2016,140,6.6,False,0
The Creative Indians,2016,28,8.3,True,1
Shaandaar,2015,144,3.6,False,0
Kazoops!,2016,11,7.5,True,1
Bottersnikes & Gumbles,2016,13,5.1,True,0
Hawaizaada,2015,157,5.6,False,0
Fangbone!,2016,22,6.2,True,0
Very Big Shot,2015,107,7.1,False,1
Joe Rogan: Triggered,2016,63,7.4,False,1
X: Past Is Present,2015,105,5.1,False,0
David Cross: Making America Great Again,2016,74,6.4,False,0
100 Meters,2016,108,7.5,False,1
Iliza Shlesinger: Confirmed Kills,2016,77,6.6,False,0
Breaking the Bank,2016,106,4.8,False,0
Hannibal Buress: Comedy Camisado,2016,67,6.6,False,0
Bangistan,2015,135,4.5,False,0
Lang Tong,2015,83,4.8,False,0
"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",2015,74,6.5,False,0
Kiss of Life,2015,102,5.9,False,0
Chasing Cameron,2016,28,3.8,True,0
S Storm,2016,90,5.2,False,0
Theo Von: No Offense,2016,65,5.6,False,0
Mike Epps: Don't Take It Personal,2015,60,4.4,False,0
Husband Factor,2015,108,6.2,False,0
Michael Che Matters,2016,60,7.2,False,1
Spark,2016,13,7.0,True,1
Under the Black Moonlight,2016,10,5.0,True,0
Aziz Ansari: Live at Madison Square Garden,2015,58,6.6,False,0
Hibana: Spark,2016,53,7.9,True,1
Katti Batti,2015,138,4.7,False,0
Patton Oswalt: Talking for Clapping,2016,65,6.8,False,0
Husband Factor: Resurrection,2016,108,5.4,False,0
XV Beyond the Tryline,2016,91,6.8,False,0
Close Your Eyes Before It's Dark,2016,84,7.0,True,1
Best Lover,2016,45,6.8,True,0
Luna Petunia,2016,24,6.2,True,0
"Dana Carvey: Straight White Male, 60",2016,64,6.4,False,0
A Second Chance,2015,130,8.6,False,1
Soul Thieves,2015,88,5.0,False,0
Umrika,2015,98,6.6,False,0
Wedding Association 2: Circumcision,2015,107,6.4,False,0
The Miracle,2016,18,6.3,True,0
The Dream Job,2016,44,6.1,True,0
One in a Billion,2016,69,6.7,False,0
Frank and Cindy,2015,102,6.1,False,0
Vanished 46,2016,61,8.4,True,1
Niyazi GÃ¼l DÃ¶rtnala,2015,106,4.5,False,0
Brent Morin: I'm Brent Morin,2015,67,6.5,False,0
My Mother's Wound,2016,120,7.3,False,1
Saawan,2016,90,7.4,False,1
Beauty and the Bestie,2015,119,4.8,False,0
The CEO,2016,105,5.7,False,0
Sam Kinison: The Scream Continues,2016,29,6.1,False,0
Magic Cellphone,2016,13,4.1,True,0
Sila Samayangalil,2016,101,5.5,False,0
Diamond Lover,2015,45,6.4,True,0
Ricardo O'Farrill: Abrazo Genial,2016,92,5.5,False,0
Brahman Naman,2016,94,5.5,False,0
Dedemin FiÅŸi,2016,100,5.5,False,0
My Stupid Boss,2016,106,7.2,False,1
Love O2O,2016,105,6.4,False,0
Ojukokoro (Greed),2016,110,6.7,False,0
Aerials,2016,90,1.5,False,0
Sons of the Caliphate,2015,39,7.4,True,1
Cedric the Entertainer: Live from the Ville,2016,60,6.0,False,0
The Blind Christ,2016,95,5.8,False,0
Black,2015,90,4.4,False,0
Souk Bazaar,2015,97,5.2,False,0
Dharam Sankat Mein,2015,129,6.3,False,0
#Rucker50,2016,56,5.2,False,0
Barcelona: A Love Untold,2016,132,6.9,False,0
Project Marathwada,2016,110,6.6,False,0
Gang of the Caribbean,2016,90,5.1,False,0
Budhia Singh: Born to Run,2016,112,7.6,False,1
Crazy Beautiful You,2015,115,7.2,False,1
Kara Bela,2015,100,6.8,False,0
Road To High & Low,2016,95,6.7,False,0
Fartsa,2015,60,6.7,True,0
The Breakup Playlist,2015,117,6.5,False,0
Singles Villa,2015,45,7.7,True,1
Vince & Kath & James,2016,116,6.9,False,0
Sommore: The Reign Continues,2015,93,6.9,False,0
The Last Egg,2016,95,4.8,False,0
Ricardo O'Farrill: abrazo navideÃ±o,2016,31,5.7,False,0
You're My Boss,2015,116,6.3,False,0
Everyday I Love You,2015,122,7.1,False,1
Triumph in the Skies,2015,100,4.3,False,0
The Super Parental Guardians,2016,115,4.5,False,0
Gbomo Gbomo Express,2015,97,5.0,False,0
Chris D'Elia: Incorrigible,2015,83,6.4,False,0
Virunga: Gorillas in Peril,2015,28,6.6,False,0
Janoskians: Untold and Untrue,2015,88,3.7,False,0
Dieter Nuhr: Nuhr in Berlin,2016,68,4.8,False,0
Santa Banta Pvt Ltd,2016,112,2.7,False,0
Tariqi: My Way,2015,42,7.2,True,1
'76,2016,118,5.6,False,0
The Governor,2016,45,7.4,True,1
Chhota Bheem in African Safari,2015,62,6.5,False,0
Grandmother's Farm Part 2,2015,80,5.3,False,0
Jandino: Whatever it Takes,2016,94,4.5,False,0
The Unmarried Wife,2016,130,5.8,False,0
The Love Affair,2015,125,6.2,False,0
Back to 1989,2016,44,8.0,True,1
Snervous Tyler Oakley,2015,82,5.4,False,0
Meet The in-Laws,2016,75,6.0,False,0
Oloibiri,2015,106,5.1,False,0
A Chaster Marriage,2016,93,5.4,False,0
Popples,2015,25,6.0,True,0
Hajwala: The Missing Engine,2016,96,2.1,False,0
The Arbitration,2016,100,5.1,False,0
Just the Way You Are,2015,107,6.3,False,0
My Little Baby,2016,37,6.9,True,0
Love Storm,2016,87,5.5,True,0
The Third Party,2016,118,6.1,False,0
Lakeeran,2016,113,6.2,False,0
Love Is a Story,2015,107,6.0,False,0
Time Out,2015,98,6.0,False,0
Jada,2016,16,5.3,False,0
Ozark,2017,60,8.5,True,1
Derry Girls,2018,25,8.4,True,1
The Sinner,2017,45,7.9,True,1
Blade Runner 2049,2017,164,8.0,False,1
Dark,2017,56,8.699999999999998,True,1
Sorry to Bother You,2018,111,6.9,False,0
Dunkirk,2017,107,7.8,False,1
Wind River,2017,106,7.7,False,1
Molly's Game,2017,140,7.4,False,1
Riverdale,2017,42,6.7,True,0
Legacies,2018,42,7.3,True,1
Mindhunter,2017,53,8.6,True,1
Den of Thieves,2018,140,7.0,False,1
All American,2018,42,7.6,True,1
Phantom Thread,2017,130,7.4,False,1
Manifest,2018,42,7.1,True,1
Elite,2018,48,7.4,True,1
Cobra Kai,2018,31,8.6,True,1
You,2018,47,7.7,True,1
Lost in Space,2018,49,7.3,True,1
Money Heist,2017,50,8.3,True,1
Lady Bird,2017,94,7.4,False,1
Good Girls,2018,42,7.7,True,1
The Ritual,2017,94,6.3,False,0
Bodyguard,2018,60,8.1,True,1
Godless,2017,65,7.6,True,1
Altered Carbon,2018,52,7.9,True,1
Maniac,2018,39,7.7,True,1
Dirty John,2018,44,7.3,True,1
Darkest Hour,2017,125,7.4,False,1
Babylon Berlin,2017,49,8.4,True,1
Charmed,2018,42,4.5,True,0
The Haunting of Hill House,2018,58,8.6,True,1
HAPPY!,2017,43,8.1,True,1
Workin' Moms,2017,22,7.8,True,1
The Nightingale,2018,136,7.3,False,1
Wild Wild Country,2018,67,8.1,True,1
Somebody Feed Phil,2018,52,8.199999999999998,True,1
Big Mouth,2017,27,7.9,True,1
How It Ends,2018,113,5.0,False,0
Dynasty,2017,42,7.2,True,1
The Disaster Artist,2017,104,7.3,False,1
Imposters,2017,43,7.8,True,1
Anne with an E,2017,46,8.699999999999998,True,1
Ghostland,2018,91,6.4,False,0
Perfect Bid: The Contestant Who Knew Too Much,2017,72,6.6,False,0
Manhunt,2017,43,8.1,True,1
The Ballad of Buster Scruggs,2018,132,7.3,False,1
Okja,2017,122,7.3,False,1
Santa Clarita Diet,2017,29,7.9,True,1
The Bad Batch,2017,119,5.2,False,0
The Bureau of Magical Things,2018,23,6.7,True,0
One Day at a Time,2017,29,8.199999999999998,True,1
The End of the F***ing World,2017,21,8.1,True,1
Safe,2018,45,7.2,True,1
GLOW,2017,34,8.0,True,1
Trolls: The Beat Goes On!,2018,21,5.8,True,0
Collateral,2018,57,6.7,True,0
Shot Caller,2017,120,7.3,False,1
Castlevania,2017,26,8.3,True,1
The Shack,2017,132,6.2,False,0
The Kominsky Method,2018,26,8.199999999999998,True,1
Knightfall,2017,44,6.7,True,0
Atypical,2017,31,8.3,True,1
Alias Grace,2017,44,7.7,True,1
Roma,2018,135,7.7,False,1
Deadwind,2018,46,7.3,True,1
Crooked House,2017,115,6.3,False,0
A Series of Unfortunate Events,2017,47,7.8,True,1
The Beguiled,2017,93,6.8,False,0
American Vandal,2017,33,8.1,True,1
Watership Down,2018,50,7.2,True,1
Mystery Science Theater 3000,2017,86,8.199999999999998,True,1
Chilling Adventures of Sabrina,2018,57,7.4,True,1
What Happened to Monday,2017,123,6.8,False,0
The Foreigner,2017,113,7.0,False,1
Apostle,2018,130,6.3,False,0
Icarus,2017,121,7.9,False,1
The Package,2018,94,5.5,False,0
Violet Evergarden,2018,25,8.4,True,1
Narcos: Mexico,2018,56,8.4,True,1
Mary Magdalene,2018,120,5.9,False,0
Disenchantment,2018,29,7.2,True,1
Gerald's Game,2017,103,6.5,False,0
Level 16,2018,102,6.0,False,0
BAKI,2018,24,6.7,True,0
The Invisible Guest,2017,107,8.0,False,1
The Cloverfield Paradox,2018,102,5.5,False,0
I Don't Feel at Home in This World Anymore,2017,93,6.9,False,0
Wet Hot American Summer: Ten Years Later,2017,27,6.9,True,0
Abducted in Plain Sight,2018,91,6.8,False,0
Annabelle: Creation,2017,110,6.5,False,0
Seven Seconds,2018,62,7.7,True,1
The Witch: Part 1. The Subversion,2018,125,7.1,False,1
Kodachrome,2017,105,6.8,False,0
Devilman Crybaby,2018,25,7.6,True,1
Calibre,2018,101,6.8,False,0
Oats Studios,2017,6,6.4,True,0
Two Sentence Horror Stories,2017,22,5.5,True,0
I Am Not Your Negro,2017,93,7.9,False,1
Black Spot,2017,55,7.4,True,1
Rust Valley Restorers,2018,45,7.8,True,1
Bird Box,2018,124,6.6,False,0
Everything Sucks!,2018,24,7.5,True,1
The Zookeeper's Wife,2017,122,7.0,False,1
Bad Blood,2017,46,7.5,True,1
Five Came Back,2017,65,8.3,True,1
Outlaw King,2018,121,6.9,False,0
Queer Eye,2018,47,8.5,True,1
Veronica,2017,105,6.2,False,0
James Acaster: Repertoire,2018,52,8.4,True,1
The Keepers,2017,56,7.6,True,1
Beirut,2018,109,6.4,False,0
The Night Comes for Us,2018,121,6.9,False,0
13 Reasons Why,2017,58,7.5,True,1
Pine Gap,2018,56,7.2,True,1
Destination Wedding,2018,84,6.0,False,0
Nightflyers,2018,44,5.8,True,0
Cam,2018,95,5.9,False,0
Black Lightning,2018,42,6.1,True,0
